Id,TimeStamp,Model,Latitude,Longitude,RodCount,Rotation Speed Max (rpm),Rotation Torque Max (ft-lb),Thrust Force Max (lbf),Mud Flow Rate Avg (gpm),Mud Pressure Max (psi),Thrust Speed Avg (ft/min),Pull Force Maximum (lbf),Pull Speed Average (ft/min),Drill String Length (ft)
90714,11/18/2022 13:16:55,D24X40 S3,35.12,-78.96,45,207,3573,28487,12.7,149,6,0,0,464
90714,11/18/2022 13:20:58,D24X40 S3,35.12,-78.96,46,186,3533,27250,12.6,989,5,0,0,474
90714,11/18/2022 13:25:06,D24X40 S3,35.12,-78.96,47,171,2405,24798,12.4,169,13,0,0,484
90714,11/18/2022 13:27:56,D24X40 S3,35.12,-78.96,48,172,2895,28923,12.4,197,12,0,0,494
90714,11/18/2022 13:31:03,D24X40 S3,35.12,-78.96,49,185,3563,27089,16.3,815,7,0,0,504
90714,11/18/2022 13:34:04,D24X40 S3,35.12,-78.96,50,189,3317,26587,12.2,331,6,0,0,514
90714,11/18/2022 20:01:12,D24X40 S3,35.12,-78.96,9,151,195,5226,0.3,-1,106,-61,0,104
90714,11/18/2022 16:21:01,D24X40 S3,35.12,-78.96,14,261,2243,14643,20,1515,23,15030,34,154
90714,11/18/2022 16:14:27,D24X40 S3,35.12,-78.96,15,233,2246,22959,10.2,1506,19,0,0,164
90714,11/18/2022 17:59:09,D24X40 S3,35.12,-78.96,51,139,1972,15093,8,67,23,13157,24,504
90714,11/18/2022 19:55:23,D24X40 S3,35.12,-78.96,3,267,4101,17801,20.1,721,13,0,0,44
90714,11/19/2022 17:39:47,D24X40 S3,35.12,-78.96,4,269,4106,17987,18.1,729,13,4158,56,54
90714,11/19/2022 17:42:09,D24X40 S3,35.12,-78.96,5,267,4055,23872,19.9,755,11,0,0,64
90714,11/19/2022 17:46:15,D24X40 S3,35.12,-78.96,7,262,1856,23947,21.6,806,13,0,0,84
90714,11/19/2022 17:50:42,D24X40 S3,35.12,-78.96,9,279,1974,24125,14,101,10,0,0,104
90714,11/19/2022 18:52:01,D24X40 S3,35.12,-78.96,10,282,1078,25256,15.4,1545,15,0,0,114
90714,11/19/2022 18:56:03,D24X40 S3,35.12,-78.96,11,277,1988,24948,24.7,768,13,0,0,124
90714,11/19/2022 18:59:45,D24X40 S3,35.12,-78.96,12,271,2051,27130,24.4,672,14,0,0,134
90714,11/19/2022 19:02:42,D24X40 S3,35.12,-78.96,13,277,2227,28375,24.9,768,9,16606,38,144
90714,11/19/2022 19:04:55,D24X40 S3,35.12,-78.96,14,286,2724,25675,18.8,809,8,0,0,154
90714,11/20/2022 16:03:38,D24X40 S3,35.12,-78.96,15,156,2043,18925,13.3,492,14,0,0,164
90714,11/20/2022 16:12:29,D24X40 S3,35.12,-78.96,17,175,1337,17956,14.7,414,13,0,0,184
90714,11/20/2022 16:14:40,D24X40 S3,35.12,-78.96,18,185,3986,28861,26,784,9,0,0,194
90714,11/20/2022 16:17:45,D24X40 S3,35.12,-78.96,19,187,4073,29412,22.9,761,5,0,0,204
90714,11/20/2022 16:24:52,D24X40 S3,35.12,-78.96,20,184,4141,29061,22.8,763,5,0,0,214
90714,11/20/2022 16:27:57,D24X40 S3,35.12,-78.96,21,183,3561,26849,21.9,770,9,0,0,224
90714,11/20/2022 16:36:45,D24X40 S3,35.12,-78.96,22,180,4466,29284,31.2,784,6,0,0,234
90714,11/20/2022 16:40:00,D24X40 S3,35.12,-78.96,23,178,3129,28263,32.2,773,8,0,0,244
90714,11/20/2022 16:42:49,D24X40 S3,35.12,-78.96,24,188,2856,29469,33.8,780,8,0,0,254
90714,11/20/2022 16:55:01,D24X40 S3,35.12,-78.96,25,148,1314,5055,13.4,117,18,0,0,264
90714,11/20/2022 16:52:53,D24X40 S3,35.12,-78.96,26,182,2650,27257,24.4,772,10,0,0,274
90714,11/20/2022 16:55:00,D24X40 S3,35.12,-78.96,27,115,2147,28429,29.3,734,10,0,0,284
90714,11/20/2022 17:16:34,D24X40 S3,35.12,-78.96,29,180,903,5549,12.9,115,21,7644,22,284
90714,11/20/2022 20:26:28,D24X40 S3,35.12,-78.96,3,208,186,2433,11.3,67,36,0,0,44
90714,11/20/2022 19:27:14,D24X40 S3,35.12,-78.96,20,173,3703,25235,27.5,768,22,9425,73,214
90714,11/20/2022 19:11:57,D24X40 S3,35.12,-78.96,21,183,4116,25008,37,748,11,0,0,224
90714,11/20/2022 19:14:03,D24X40 S3,35.12,-78.96,22,186,4222,24822,37.5,750,12,0,0,234
90714,11/20/2022 19:16:10,D24X40 S3,35.12,-78.96,23,181,4378,23797,19.4,761,13,14811,53,224
90714,11/20/2022 19:23:12,D24X40 S3,35.12,-78.96,23,185,4296,24307,13.4,128,15,0,0,244
90714,11/20/2022 19:33:00,D24X40 S3,35.12,-78.96,24,190,3988,24190,33.2,750,8,7706,41,254
90714,11/20/2022 21:05:05,D24X40 S3,35.12,-78.97,4,238,1111,9874,5,307,14,365,0,54
90714,3/9/2023 18:37:04,D24X40 S3,35.12,-78.97,6,246,988,3242,4.7,203,13,6519,62,54
90714,3/9/2023 18:40:57,D24X40 S3,35.12,-78.97,3,164,410,5239,5.2,43,35,0,0,44
90714,3/9/2023 19:24:20,D24X40 S3,35.12,-78.97,6,282,556,5259,5.1,215,41,0,0,74
90714,3/9/2023 19:12:43,D24X40 S3,35.12,-78.97,8,282,898,13580,5.7,612,23,4255,19,94
90714,3/9/2023 19:18:51,D24X40 S3,35.12,-78.97,10,288,1530,13748,5.3,532,22,6439,56,114
90714,3/9/2023 19:55:49,D24X40 S3,35.12,-78.97,16,285,1414,14676,4.8,497,28,0,0,174
90714,3/9/2023 19:54:30,D24X40 S3,35.12,-78.97,20,290,1294,13749,4.5,223,46,86,0,214
90714,3/9/2023 20:06:07,D24X40 S3,35.12,-78.97,25,292,1366,9662,4.4,199,53,972,0,264
90714,3/9/2023 19:54:22,D24X40 S3,35.12,-78.97,27,288,1851,23449,4.7,561,24,11747,0,284
90714,3/9/2023 20:00:11,D24X40 S3,35.12,-78.97,29,268,1366,12961,5.1,360,31,0,0,304
90714,3/9/2023 19:59:49,D24X40 S3,35.12,-78.97,31,280,1244,18410,5.2,536,32,0,0,324
90714,3/9/2023 19:59:42,D24X40 S3,35.12,-78.97,33,292,3679,27110,8,583,12,6224,0,344
90714,3/10/2023 14:12:47,D24X40 S3,35.12,-78.97,40,21,1188,18145,11.6,399,5,0,0,414
90714,3/10/2023 14:48:55,D24X40 S3,35.12,-78.97,41,202,1673,15479,9.4,396,7,0,0,424
90714,3/10/2023 15:01:20,D24X40 S3,35.12,-78.97,48,281,1547,25788,6.6,564,9,13557,15,474
90714,3/11/2023 9:00:00,D24X40 S3,35.12,-78.97,2,158,404,1086,-0.1,2,25,0,0,34
90714,3/11/2023 18:54:10,D24X40 S3,35.12,-78.97,2,50,205,2930,0.3,-3,29,3842,67,14
90714,3/12/2023 12:14:09,D24X40 S3,35.12,-78.97,3,80,1297,12651,10.9,320,11,0,0,44
90714,3/12/2023 12:40:54,D24X40 S3,35.12,-78.97,4,237,743,317,-0.1,4,0,6237,95,34
90714,3/12/2023 13:03:57,D24X40 S3,35.12,-78.97,8,170,1269,8762,9.3,64,8,0,0,94
90714,3/12/2023 14:50:18,D24X40 S3,35.12,-78.97,16,175,588,2480,9.2,49,31,0,0,174
90714,3/12/2023 14:11:40,D24X40 S3,35.12,-78.97,17,170,386,5525,9.6,44,20,0,0,184
90714,3/12/2023 15:26:22,D24X40 S3,35.12,-78.97,38,195,1958,14262,10.5,805,8,6831,3,394
90714,3/12/2023 14:50:50,D24X40 S3,35.12,-78.97,39,220,3058,14903,9.6,437,7,9149,6,404
90714,3/12/2023 15:14:25,D24X40 S3,35.12,-78.97,44,219,2189,14145,1.9,394,5,0,0,454
90714,3/12/2023 15:40:40,D24X40 S3,35.12,-78.97,45,181,2179,14271,14.8,780,3,0,0,464
90714,3/12/2023 15:54:41,D24X40 S3,35.12,-78.97,47,196,1555,8549,9.4,246,12,13197,6,464
90714,3/12/2023 20:18:26,D24X40 S3,35.12,-78.97,3,175,4435,14651,14.2,872,5,11303,8,44
90714,3/17/2023 14:51:48,D24X40 S3,35.12,-78.97,5,178,1920,14703,17.5,858,9,8204,69,64
90714,3/17/2023 15:27:10,D24X40 S3,35.12,-78.97,7,178,1403,14759,9.7,422,15,6171,4,84
90714,3/17/2023 15:28:10,D24X40 S3,35.12,-78.97,8,174,1108,12452,9.7,684,15,0,0,94
90714,3/17/2023 18:33:17,D24X40 S3,35.12,-78.97,25,144,1248,5158,8.8,257,28,0,0,264
90714,3/17/2023 18:14:19,D24X40 S3,35.12,-78.97,32,157,1526,14140,8,254,16,0,0,334
90714,3/17/2023 18:11:49,D24X40 S3,35.12,-78.97,33,156,1385,14586,7.2,317,16,7454,4,344
90714,3/17/2023 18:18:05,D24X40 S3,35.12,-78.97,34,163,1384,14973,7.7,323,16,7652,4,344
90714,3/17/2023 18:30:01,D24X40 S3,35.12,-78.97,35,157,855,15251,8.6,815,13,12901,0,364
90714,3/17/2023 18:50:31,D24X40 S3,35.12,-78.97,38,168,944,6178,4.9,118,23,0,0,394
90714,3/17/2023 18:43:37,D24X40 S3,35.12,-78.97,40,162,1030,13061,5.1,109,19,0,0,414
90714,3/17/2023 18:49:36,D24X40 S3,35.12,-78.97,41,171,791,7272,5.4,134,13,0,0,424
90714,3/17/2023 18:56:38,D24X40 S3,35.12,-78.97,42,174,1148,7562,6.1,95,13,0,0,434
90714,3/17/2023 18:59:52,D24X40 S3,35.12,-78.97,43,153,653,6210,11,138,8,7504,27,424
90714,3/18/2023 13:32:12,D24X40 S3,35.12,-78.97,43,63,1105,14915,14.8,1490,15,7603,24,444
90714,3/18/2023 15:26:51,D24X40 S3,35.12,-78.97,44,128,1649,14667,14.1,253,15,8598,41,434
90714,3/18/2023 17:10:34,D24X40 S3,35.12,-78.97,43,35,323,-24,-0.4,3,0,7047,64,424
90714,3/19/2023 12:50:49,D24X40 S3,35.12,-78.97,41,72,380,5393,7.7,104,26,6633,61,404
90714,3/19/2023 13:13:17,D24X40 S3,35.12,-78.97,40,148,471,5646,9,97,23,8323,60,394
90714,3/19/2023 13:29:25,D24X40 S3,35.12,-78.97,40,115,3043,25057,10.8,360,10,18223,5,414
90714,3/19/2023 14:48:18,D24X40 S3,35.12,-78.97,43,131,2684,11418,11,175,14,4331,10,444
90714,3/20/2023 1:17:33,D24X40 S3,35.12,-78.96,9,70,482,2152,1.8,28,8,4418,7,84
91112,3/23/2023 15:34:08,D40X55 S3,32.24,-93.84,2,29,1322,9338,5.2,1169,9,3308,20,49
91112,3/17/2022 19:23:25,D40X55 S3,32.24,-93.84,3,33,1378,8252,2.8,250,9,2253,10,64
91112,3/17/2022 19:26:36,D40X55 S3,32.24,-93.84,4,31,1654,4887,3,228,9,3482,17,79
91112,3/17/2022 19:28:58,D40X55 S3,32.24,-93.84,5,58,1291,7096,5.2,1188,9,2409,4,94
91112,3/17/2022 19:29:03,D40X55 S3,32.24,-93.84,6,32,1688,9529,4.2,1093,9,2468,3,109
91112,3/17/2022 19:33:19,D40X55 S3,32.24,-93.84,7,60,1509,5151,2.5,189,10,4017,14,124
91112,3/17/2022 19:33:04,D40X55 S3,32.24,-93.84,8,26,1544,7559,3.9,971,11,3312,2,139
91112,3/17/2022 19:33:58,D40X55 S3,32.24,-93.84,9,47,1427,8993,5.3,1165,9,4059,0,154
91112,3/17/2022 19:37:43,D40X55 S3,32.24,-93.84,10,43,1398,9138,2.9,182,9,2013,3,169
91112,3/17/2022 19:43:31,D40X55 S3,32.24,-93.84,11,77,1505,4243,3.4,165,10,3313,15,184
91112,3/17/2022 19:47:25,D40X55 S3,32.24,-93.84,12,33,1402,4506,3.4,170,12,0,0,199
91112,3/17/2022 19:47:57,D40X55 S3,32.24,-93.84,13,35,1252,7132,5.8,1238,9,0,0,214
91112,3/17/2022 19:47:34,D40X55 S3,32.24,-93.84,14,52,1733,10739,5.9,1152,8,0,0,229
91112,3/17/2022 19:56:26,D40X55 S3,32.24,-93.84,15,59,1874,5246,2.6,163,10,0,0,244
91112,3/17/2022 19:53:23,D40X55 S3,32.24,-93.84,16,37,1763,9202,2.9,198,12,0,0,259
91112,3/17/2022 19:56:20,D40X55 S3,32.24,-93.84,17,121,1700,7006,9.1,1167,10,0,0,274
91112,3/17/2022 19:57:30,D40X55 S3,32.24,-93.84,18,48,1972,10243,13.6,1127,8,0,0,289
91112,3/17/2022 19:59:02,D40X55 S3,32.24,-93.84,19,45,1836,9534,10.1,1031,11,0,0,304
91112,3/17/2022 20:00:51,D40X55 S3,32.24,-93.84,20,50,1760,9830,10.9,1093,9,0,0,319
91112,3/17/2022 20:03:40,D40X55 S3,32.24,-93.84,21,53,2009,10417,10.9,1061,7,0,0,334
91112,3/17/2022 20:06:27,D40X55 S3,32.24,-93.84,22,43,1820,11970,10.3,1063,11,0,0,349
91112,3/17/2022 20:08:56,D40X55 S3,32.24,-93.84,23,64,1900,12331,9.5,1063,9,6936,11,364
91112,3/17/2022 20:13:58,D40X55 S3,32.24,-93.84,24,44,2011,13086,5.4,881,11,0,0,379
91112,3/17/2022 20:19:16,D40X55 S3,32.24,-93.84,25,46,2044,5678,18.2,1120,10,6251,8,394
91112,3/17/2022 20:21:15,D40X55 S3,32.24,-93.84,26,38,1540,12312,8.9,1021,9,0,0,409
91112,3/17/2022 20:27:08,D40X55 S3,32.24,-93.84,27,48,1687,4826,5.4,125,9,0,0,424
91112,3/17/2022 20:26:19,D40X55 S3,32.24,-93.84,28,36,1892,11683,7.2,739,12,0,0,439
91112,3/17/2022 20:29:12,D40X55 S3,32.24,-93.84,29,37,1933,10840,6.7,737,10,0,0,454
91112,3/17/2022 20:31:19,D40X55 S3,32.24,-93.84,30,57,2044,11822,6.9,1082,11,4535,13,469
91112,3/17/2022 20:32:51,D40X55 S3,32.24,-93.84,31,106,1756,11060,5.2,112,10,0,0,484
91112,3/17/2022 20:35:41,D40X55 S3,32.24,-93.84,32,42,1672,11396,7,926,9,0,0,499
91112,3/17/2022 20:35:36,D40X55 S3,32.24,-93.84,33,63,1939,13922,5.2,116,8,0,0,514
91112,3/17/2022 20:39:46,D40X55 S3,32.24,-93.84,34,60,1942,13755,4.6,129,9,0,0,529
91112,3/17/2022 20:50:26,D40X55 S3,32.24,-93.84,35,52,2000,6143,5.3,140,10,0,0,544
91112,3/17/2022 20:54:18,D40X55 S3,32.24,-93.84,36,47,2336,15215,21.4,1224,9,0,0,559
91112,3/17/2022 21:01:10,D40X55 S3,32.24,-93.84,37,41,2096,14046,6.2,449,11,2484,1,574
91112,3/17/2022 21:02:52,D40X55 S3,32.24,-93.84,38,34,2117,14936,6.7,986,10,4328,2,589
91112,3/17/2022 21:07:19,D40X55 S3,32.24,-93.84,39,37,2268,14352,5.3,907,6,11148,11,574
91112,3/18/2022 1:29:48,D40X55 S3,32.24,-93.83,2,63,1914,10891,3.1,392,7,3260,2,49
91112,3/18/2022 17:21:53,D40X55 S3,32.24,-93.83,3,129,2367,13069,4.3,1033,6,3116,7,64
91112,3/18/2022 17:26:53,D40X55 S3,32.24,-93.83,4,44,1807,9570,5.6,674,10,0,0,79
91112,3/18/2022 17:31:07,D40X55 S3,32.24,-93.83,5,136,1709,8300,5.3,294,8,0,0,94
91112,3/18/2022 17:35:34,D40X55 S3,32.24,-93.83,6,42,1459,9187,4.7,754,10,3622,10,109
91112,3/18/2022 17:39:01,D40X55 S3,32.24,-93.83,7,77,1591,7912,5.1,386,10,3677,11,124
91112,3/18/2022 17:47:28,D40X55 S3,32.24,-93.83,8,59,1678,5684,4.2,133,10,2754,8,139
91112,3/18/2022 17:44:39,D40X55 S3,32.24,-93.83,9,73,1558,8361,6.4,1056,10,2883,5,154
91112,3/18/2022 17:47:32,D40X55 S3,32.24,-93.83,10,73,1794,10385,7,1052,8,3203,8,169
91112,3/18/2022 17:48:58,D40X55 S3,32.24,-93.83,11,62,1959,10641,6.8,1009,10,2748,6,184
91112,3/18/2022 17:56:29,D40X55 S3,32.24,-93.83,12,68,1954,7044,4.2,128,10,2583,7,199
91112,3/18/2022 17:54:53,D40X55 S3,32.24,-93.83,13,57,2178,9366,6.7,1036,10,2908,5,214
91112,3/18/2022 18:00:49,D40X55 S3,32.24,-93.83,14,66,1668,6102,8.2,1211,10,0,0,229
91112,3/18/2022 18:01:05,D40X55 S3,32.24,-93.83,15,59,1376,9174,6.3,986,9,0,0,244
91112,3/18/2022 18:04:09,D40X55 S3,32.24,-93.83,16,43,1609,8760,6.7,951,9,1828,3,259
91112,3/18/2022 18:06:22,D40X55 S3,32.24,-93.83,17,55,1420,11407,6.1,991,8,4133,3,274
91112,3/18/2022 18:12:39,D40X55 S3,32.24,-93.83,18,83,1540,10210,6.2,848,10,2328,3,289
91112,3/18/2022 18:13:30,D40X55 S3,32.24,-93.83,19,65,1711,11616,5.5,221,9,0,0,304
91112,3/18/2022 18:19:42,D40X55 S3,32.24,-93.83,20,64,2216,5504,3.8,83,10,0,0,319
91112,3/18/2022 18:25:32,D40X55 S3,32.24,-93.83,21,37,1998,5687,5.8,111,10,0,0,334
91112,3/18/2022 18:22:18,D40X55 S3,32.24,-93.83,22,43,1616,10385,11.4,1050,9,0,0,349
91112,3/18/2022 18:25:01,D40X55 S3,32.24,-93.83,23,79,1354,9540,7.6,120,10,0,0,364
91112,3/18/2022 18:27:24,D40X55 S3,32.24,-93.83,24,62,1380,10236,6.9,316,8,0,0,379
91112,3/18/2022 18:32:03,D40X55 S3,32.24,-93.83,25,93,1505,10552,7,107,9,0,0,394
91112,3/18/2022 18:39:39,D40X55 S3,32.24,-93.83,26,28,2062,5674,5.7,139,10,0,0,409
91112,3/18/2022 18:35:24,D40X55 S3,32.24,-93.83,27,123,1831,12757,6.8,155,10,0,0,424
91112,3/18/2022 18:36:57,D40X55 S3,32.24,-93.83,28,118,2256,13028,6.8,154,10,0,0,439
91112,3/18/2022 18:38:54,D40X55 S3,32.24,-93.83,29,127,2255,17018,7,155,10,0,0,454
91112,3/18/2022 18:42:52,D40X55 S3,32.24,-93.83,30,94,1920,14305,9.5,1026,6,0,0,469
91112,3/18/2022 18:45:57,D40X55 S3,32.24,-93.83,31,53,2210,14692,7.6,750,9,0,0,484
91112,3/18/2022 18:53:13,D40X55 S3,32.24,-93.83,32,38,1796,11386,6.6,183,7,0,0,499
91112,3/18/2022 18:57:30,D40X55 S3,32.24,-93.83,33,47,1505,5316,6,174,11,0,0,514
91112,3/18/2022 18:57:54,D40X55 S3,32.24,-93.83,34,35,2296,14666,6.5,275,8,0,0,529
91112,3/18/2022 19:00:02,D40X55 S3,32.24,-93.83,35,92,2295,14427,6.7,496,9,0,0,544
91112,3/18/2022 19:03:35,D40X55 S3,32.24,-93.83,36,39,1401,11100,6.1,351,6,0,0,559
91112,3/18/2022 19:07:55,D40X55 S3,32.24,-93.83,37,30,1501,11643,6.9,275,6,0,0,574
91112,3/18/2022 19:11:44,D40X55 S3,32.24,-93.83,38,70,1804,12447,6.7,317,7,0,0,589
91112,3/18/2022 19:16:19,D40X55 S3,32.24,-93.83,39,47,1936,11863,6.5,228,10,0,0,604
91112,3/18/2022 19:21:40,D40X55 S3,32.24,-93.83,40,74,2054,11427,5.7,132,10,0,0,619
91112,3/18/2022 19:24:00,D40X55 S3,32.24,-93.83,41,31,1784,12967,11.2,1118,9,0,0,634
91112,3/18/2022 19:29:09,D40X55 S3,32.24,-93.83,42,37,2265,17186,12.5,1124,4,16016,18,619
91112,3/18/2022 21:09:38,D40X55 S3,30.14,-95.32,25,221,4857,22111,3.3,421,4,21780,3,364
91112,10/23/2022 0:46:38,D40X55 S3,30.14,-95.32,6,151,6730,29428,5.3,790,32,30179,12,109
91112,10/23/2022 15:20:51,D40X55 S3,30.14,-95.32,7,158,6731,29044,6.6,792,30,30336,13,124
91112,10/23/2022 15:48:00,D40X55 S3,30.14,-95.32,10,126,730,5243,21.7,737,24,0,0,169
91112,10/23/2022 15:31:49,D40X55 S3,30.14,-95.32,13,171,1843,12917,15.1,313,28,10008,52,184
91112,10/23/2022 15:44:55,D40X55 S3,30.14,-95.32,13,169,1838,12482,6.9,316,29,10546,55,214
91112,10/23/2022 15:59:32,D40X55 S3,30.14,-95.32,16,171,1803,8278,32.2,295,29,7424,23,259
91112,10/23/2022 15:53:26,D40X55 S3,30.14,-95.32,18,112,1788,12692,48,301,23,8961,63,289
91112,10/23/2022 15:50:48,D40X55 S3,30.14,-95.32,19,177,2370,16570,13.7,301,27,13827,54,304
91112,10/23/2022 16:01:36,D40X55 S3,30.14,-95.32,22,172,2530,18672,8.1,302,3,14431,52,349
91112,10/23/2022 15:58:21,D40X55 S3,30.14,-95.32,24,173,1410,9147,33,282,56,7901,68,349
91112,10/23/2022 21:06:00,D40X55 S3,30.14,-95.32,7,79,291,3386,11.4,91,29,0,0,124
91112,10/23/2022 16:52:29,D40X55 S3,30.14,-95.32,8,128,708,5469,11.1,572,34,5032,61,139
91112,10/23/2022 16:59:11,D40X55 S3,30.14,-95.32,9,177,780,5252,14,568,34,5800,61,154
91112,10/23/2022 16:51:15,D40X55 S3,30.14,-95.32,10,179,2544,14830,4.8,716,7,9202,41,169
91112,10/23/2022 17:15:12,D40X55 S3,30.14,-95.32,14,176,2311,15408,30.8,769,31,0,0,229
91112,10/23/2022 17:04:07,D40X55 S3,30.14,-95.32,15,176,2312,15664,22.6,769,26,0,0,244
91112,10/23/2022 17:06:28,D40X55 S3,30.14,-95.32,16,184,2315,15930,2.3,763,6,10601,56,259
91112,10/23/2022 17:21:24,D40X55 S3,30.14,-95.32,18,170,801,5719,45.7,714,36,0,0,289
91112,10/23/2022 17:16:05,D40X55 S3,30.14,-95.32,20,171,1518,20504,38.5,715,45,29770,72,319
91112,10/23/2022 17:33:29,D40X55 S3,30.14,-95.32,21,185,4488,16486,27.7,250,25,12860,20,304
91112,10/27/2022 14:36:09,D40X55 S3,30.14,-95.32,17,129,4407,17247,36.5,278,51,13852,73,274
91112,10/27/2022 17:44:43,D40X55 S3,30.14,-95.32,19,131,4398,17297,31.5,278,50,14178,75,304
91112,10/27/2022 17:50:20,D40X55 S3,30.14,-95.32,22,126,3346,21664,30.4,204,47,14903,71,349
91112,10/27/2022 17:47:37,D40X55 S3,30.14,-95.32,23,134,3455,21798,26.9,202,44,15044,70,364
91112,10/27/2022 18:44:49,D40X55 S3,30.14,-95.32,31,136,1800,7312,19.8,94,18,8147,35,454
91112,10/27/2022 19:51:12,D40X55 S3,30.14,-95.32,17,169,1971,11640,20.7,273,15,0,0,274
91112,10/27/2022 19:35:18,D40X55 S3,30.14,-95.32,21,183,2012,12866,3,273,29,10430,28,334
91112,10/27/2022 19:47:16,D40X55 S3,30.14,-95.32,26,165,1384,9398,55.3,223,38,0,0,409
91112,10/27/2022 19:33:50,D40X55 S3,30.14,-95.32,28,181,1732,9048,7.3,286,39,9233,60,409
91112,10/28/2022 13:40:38,D40X55 S3,30.14,-95.32,15,135,1375,9688,28.2,226,44,6352,5,244
91112,10/28/2022 13:01:00,D40X55 S3,30.14,-95.32,18,141,1370,15340,18.2,234,16,5720,3,289
91112,10/28/2022 13:07:38,D40X55 S3,30.14,-95.32,21,163,1377,15365,19.9,295,22,6256,5,334
91112,10/28/2022 13:02:07,D40X55 S3,30.14,-95.32,22,184,2134,15718,1.1,297,2,16996,13,319
91112,10/28/2022 15:06:54,D40X55 S3,30.14,-95.32,3,130,1716,10848,-0.1,2,36,11075,61,64
91112,10/28/2022 20:14:55,D40X55 S3,30.14,-95.32,4,133,1719,11672,0.5,-1,31,10784,60,79
91112,10/28/2022 20:29:54,D40X55 S3,30.14,-95.32,7,102,1569,10334,0.2,-2,34,10003,51,124
91112,10/28/2022 20:34:13,D40X55 S3,30.14,-95.32,10,163,2093,10122,0,4,32,0,0,169
91112,10/28/2022 20:37:17,D40X55 S3,30.14,-95.32,12,165,2093,10892,0.3,1,6,0,0,199
91112,10/28/2022 20:37:21,D40X55 S3,30.14,-95.32,14,161,2090,10444,0.5,3,14,0,0,229
91112,10/28/2022 20:40:56,D40X55 S3,30.14,-95.32,16,130,1162,8764,0.2,1,48,0,0,259
91112,10/28/2022 20:37:15,D40X55 S3,30.14,-95.32,17,177,1651,8799,0.2,2,50,10674,51,244
91112,10/30/2022 13:03:07,D40X55 S3,30.14,-95.32,3,102,1229,9037,33.7,223,41,8049,102,64
91112,11/3/2022 14:14:04,D40X55 S3,30.14,-95.32,4,173,1521,8850,34.5,229,47,8225,111,79
91112,11/3/2022 14:19:37,D40X55 S3,30.14,-95.32,5,179,1519,9119,3.5,222,10,8796,110,94
91112,11/3/2022 14:19:57,D40X55 S3,30.14,-95.32,6,177,1740,10383,10.1,225,17,8729,110,109
91112,11/3/2022 14:32:46,D40X55 S3,30.14,-95.32,8,147,1163,7382,28.9,109,39,0,0,139
91112,11/3/2022 14:33:54,D40X55 S3,30.14,-95.32,10,131,808,7428,30.5,154,52,0,0,169
91112,11/3/2022 14:31:45,D40X55 S3,30.14,-95.32,12,199,1960,5018,36.7,213,84,6377,71,169
91112,11/3/2022 14:55:20,D40X55 S3,30.14,-95.32,12,96,807,5078,16.8,103,80,0,0,199
91112,11/4/2022 20:16:51,D40X55 S3,30.14,-95.32,21,171,996,3781,17.5,119,80,0,0,334
91112,11/4/2022 18:32:17,D40X55 S3,30.14,-95.32,25,169,1923,6812,15.4,225,76,14920,9,364
91112,11/5/2022 14:43:11,D40X55 S3,30.14,-95.32,2,136,1033,6001,25.6,173,24,22044,24,49
91112,11/6/2022 17:14:09,D40X55 S3,30.14,-95.32,21,57,2689,9729,-0.1,0,37,16011,17,304
91112,11/6/2022 21:36:56,D40X55 S3,30.15,-95.17,2,133,2621,21853,62.3,875,17,11601,21,49
91112,11/11/2022 20:45:34,D40X55 S3,30.15,-95.17,4,127,1307,7516,37.7,682,24,0,0,79
91112,11/11/2022 20:39:27,D40X55 S3,30.15,-95.17,5,176,1725,7748,40.7,814,32,5869,41,94
91112,11/11/2022 20:41:58,D40X55 S3,30.15,-95.17,6,179,1796,8739,37.4,816,33,6662,41,109
91112,11/11/2022 20:41:08,D40X55 S3,30.15,-95.17,7,181,2044,14001,17.5,819,2,8647,58,124
91112,11/11/2022 20:47:37,D40X55 S3,30.15,-95.17,9,166,2501,19518,52.6,994,37,0,0,154
91112,11/11/2022 20:53:35,D40X55 S3,30.15,-95.17,11,171,2193,15193,38.3,757,37,0,0,184
91112,11/11/2022 21:03:08,D40X55 S3,30.15,-95.17,14,175,1416,11077,43.1,765,46,0,0,229
91112,11/11/2022 20:55:05,D40X55 S3,30.15,-95.17,15,177,1796,16810,35.5,768,44,0,0,244
91112,11/11/2022 20:58:38,D40X55 S3,30.15,-95.17,16,176,1796,16874,0.6,765,44,13833,72,229
91112,11/11/2022 21:09:06,D40X55 S3,30.15,-95.17,15,175,922,4059,36.5,251,32,6590,61,214
91112,11/12/2022 13:02:41,D40X55 S3,30.15,-95.17,13,176,1768,12184,5.5,255,38,7331,47,184
91112,11/12/2022 13:02:48,D40X55 S3,30.15,-95.17,12,174,1762,11917,0.2,257,6,7127,4,199
91112,11/12/2022 13:08:41,D40X55 S3,30.15,-95.17,13,177,1768,12865,4.5,254,10,6522,5,184
91112,11/12/2022 15:51:26,D40X55 S3,30.15,-95.17,5,176,1380,4898,18.1,133,21,0,0,94
91112,11/12/2022 16:11:14,D40X55 S3,30.15,-95.17,6,174,1387,5625,17.8,136,17,0,0,109
91112,11/12/2022 16:18:49,D40X55 S3,30.15,-95.17,7,167,1086,4636,19.1,158,22,0,0,124
91112,11/12/2022 16:13:32,D40X55 S3,30.15,-95.17,8,171,1482,4499,18.6,206,11,2343,15,139
